start_timestamp,end_timestamp,ASIN,purchased_marketplace,preferred_marketplace,device_family,device_serial_number,device_software_version,content_type,total_reading_millis,number_of_page_flips
2024-05-27T14:59:07Z,2024-05-27T14:59:18Z,B008J2MMWU,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,10500,2
2024-05-28T09:09:38Z,2024-05-28T09:10:20Z,BBHKWWGDL6,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,42400,15
2024-06-01T06:56:53Z,2024-06-01T06:57:10Z,EYMHFHBF5PATIWM073KOZ1YSNG9Z3NDH,,India,Kindle E-reader,G0010212031209K8,4212840015,Personal Document,17300,6
2024-05-27T07:09:10Z,2024-05-27T07:13:28Z,7f03539f-ad0e-439b-986a-939bc334455e,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,258100,162
Not Available,2024-05-24T14:20:27Z,0671194A5D3B4A0EA22C67CDC5B11C01,,India,,de95d070027c4d039dbc90b3507de523,,Personal Document,,
2024-06-02T14:31:44Z,2024-06-02T15:09:28Z,EC7J7VG03MYJ2UIIK68DP76HMIS6VZTT,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,2263800,165
2024-05-25T17:19:57Z,2024-05-25T17:20:02Z,b303acdf-da1a-440f-acb3-abcbbb4edbf1,,India,,de95d070027c4d039dbc90b3507de523,1285786600,E-Book,4600,1
2024-05-27T10:30:04Z,2024-05-27T11:56:38Z,BBD53V2DZT,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,5193600,162
2024-05-28T16:01:46Z,2024-05-28T16:07:40Z,B07HJYTRMD,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,353500,1
2024-05-27T13:11:09Z,2024-05-27T13:11:23Z,B008J2MMWU,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,14400,10
Not Available,2024-05-24T14:50:28Z,D202759FCF9C46E8B777BE4A99F2C097,,India,,de95d070027c4d039dbc90b3507de523,,Personal Document,,
2024-06-04T15:54:32Z,2024-06-04T15:54:36Z,BBRULK1OS4,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,4100,1
2024-05-31T07:54:44Z,2024-05-31T07:55:01Z,B07HJYTRMD,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,16400,1
Not Available,2024-05-24T14:21:36Z,6FCD310A79B74101A0826DC5946E2B61,,India,,de95d070027c4d039dbc90b3507de523,,Personal Document,,
2024-05-26T09:08:06Z,2024-05-26T09:09:46Z,BBCXI7JEWX,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,99600,11
2024-05-31T07:53:19Z,2024-05-31T07:53:24Z,B07HJYTRMD,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,4400,1
2024-05-25T07:15:49Z,2024-05-25T07:16:29Z,B0CD818TD3,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,40300,13
2024-05-31T15:46:42Z,2024-05-31T15:47:24Z,BB3PGUOSLL,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,42800,13
2024-05-24T14:21:35Z,2024-05-24T14:21:36Z,6FCD310A79B74101A0826DC5946E2B61,,India,,de95d070027c4d039dbc90b3507de523,1285786600,Personal Document,800,1
2024-05-25T17:19:17Z,2024-05-25T17:19:19Z,b303acdf-da1a-440f-acb3-abcbbb4edbf1,,India,,de95d070027c4d039dbc90b3507de523,1285786600,E-Book,2200,1
2024-06-04T14:47:43Z,2024-06-04T14:47:48Z,ZTMQ71YKCSD8I2J04G69G8Q3MF3Q8J7M,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,5500,1
2024-05-31T10:46:29Z,2024-05-31T11:15:01Z,B07HJYTRMD,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,1711900,42
2024-06-02T05:27:11Z,2024-06-02T05:28:25Z,15294d09-e8ae-4cbb-b78d-a6b7eea52948,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,73300,6
2024-05-29T01:43:18Z,2024-05-29T01:43:29Z,B07HJYTRMD,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,11200,1
2024-06-02T08:02:01Z,2024-06-02T08:19:58Z,EC7J7VG03MYJ2UIIK68DP76HMIS6VZTT,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,1077300,28
2024-05-26T14:32:58Z,2024-05-26T14:34:03Z,B01MPZZLPT,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,64600,8
2024-06-01T07:27:16Z,2024-06-01T07:27:23Z,,,India,Kindle E-reader,G0010212031209K8,4212840015,SIDE,7500,2
2024-05-26T13:24:40Z,2024-05-26T13:48:28Z,BBD53V2DZT,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,1427400,33
2024-06-03T15:19:21Z,2024-06-03T16:47:52Z,B07HJYTRMD,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,5310100,159
2024-05-31T01:32:41Z,2024-05-31T01:32:49Z,B07HJYTRMD,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,8200,1
2024-05-31T08:09:41Z,2024-05-31T08:09:59Z,B07HJYTRMD,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,17800,1
2024-05-25T18:27:36Z,2024-05-25T18:28:01Z,B07HJYTRMD,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,24800,11
2024-05-25T11:18:14Z,2024-05-25T11:18:45Z,B01LYOSLGO,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,31600,1
2024-06-02T04:47:36Z,2024-06-02T04:48:04Z,,,India,Kindle E-reader,G0010212031209K8,4212840015,SIDE,28000,10
2024-05-26T02:14:29Z,2024-05-26T02:14:39Z,478045a9-70c5-46ec-a683-e022f2a3e986,,India,,de95d070027c4d039dbc90b3507de523,1285786600,E-Book,9100,2
2024-05-30T12:27:00Z,2024-05-30T12:27:05Z,B07HJYTRMD,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,4600,1
2024-06-01T07:26:02Z,2024-06-01T07:26:11Z,8UJX81OJENWPO3XWWTPF5L22H3XUUZV9,,India,Kindle E-reader,G0010212031209K8,4212840015,Personal Document,8700,1
2024-05-30T12:08:59Z,2024-05-30T12:09:03Z,B07HJYTRMD,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,4200,1
2024-05-25T15:45:26Z,2024-05-25T15:45:49Z,BBNEYTSYEG,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,23200,1
2024-05-29T13:50:36Z,2024-05-29T14:00:37Z,B07HJYTRMD,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,600300,1
2024-06-02T06:37:07Z,2024-06-02T06:37:29Z,EC7J7VG03MYJ2UIIK68DP76HMIS6VZTT,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,22200,3
2024-06-01T10:00:10Z,2024-06-01T10:00:24Z,EC7J7VG03MYJ2UIIK68DP76HMIS6VZTT,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,14100,14
2024-05-27T12:28:09Z,2024-05-27T13:09:52Z,BBD53V2DZT,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,2503500,78
2024-06-04T16:02:44Z,2024-06-04T16:02:53Z,B01MPZZLPT,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,9600,1
2024-05-24T14:20:24Z,2024-05-24T14:20:25Z,0671194A5D3B4A0EA22C67CDC5B11C01,,India,,de95d070027c4d039dbc90b3507de523,1285786600,Personal Document,1200,1
2024-05-26T05:27:14Z,2024-05-26T05:27:34Z,,,India,Kindle E-reader,G0010212031209K8,4212840015,SIDE,19800,1
2024-05-25T15:44:17Z,2024-05-25T15:45:08Z,BB6XD881NT,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,51400,5
Not Available,2024-05-24T14:46:43Z,285C8D89F9D04B979025C79F71CD1406,,India,,de95d070027c4d039dbc90b3507de523,,Personal Document,,
2024-06-04T08:11:24Z,2024-06-04T08:11:30Z,B07HJYTRMD,,India,Kindle E-reader,G0010212031209K8,4212840015,E-Book,6500,1
